client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,num_properties,total_investment,avg_sale_price,avg_floor_area,max_sale_price,unit_categories,age,is_investor,loan_applied_flag,price_per_sqft
C0310,Individual,Edward,Weaver,1992-05-02,M,Uk,Northern Ireland,Home,3,No,Website,3.0,1389329.62,463109.87333333335,1565.3233333333335,525344.23,Apartment,31.665982203969882,0,0,295.8557273577131
C0311,Individual,Justin,Anderson,1952-03-09,M,Usa,Georgia,Home,2,No,Website,4.0,1632999.56,408249.89,1312.8225,582311.86,"Apartment,Office",71.81382614647502,0,0,310.9711251901914
C0312,Individual,Zachary,Cooper,,M,Usa,Nevada,Home,3,Yes,Website,4.0,1105668.66,276417.165,962.3199999999999,363263.79,Apartment,53.36755646817248,0,1,287.2403826170089
C0313,Company,Stratos,Co,1974-04-12,M,Usa,California,Home,1,No,Agency,3.0,1091085.9300000002,363695.31000000006,1190.3133333333333,467065.87,"Apartment,Office",49.72210814510609,0,0,305.54585907352134
C0314,Individual,Andrew,Jones,,M,Usa,Washington,Investment,4,No,Agency,3.0,1040795.02,346931.67333333334,1138.4233333333334,417096.92,"Apartment,Office",53.36755646817248,1,0,304.7475075177072
C0315,Individual,Michael,Phillips,,M,Mexico,Baja California,Investment,5,No,Website,4.0,1178606.56,294651.64,979.6775,560474.88,"Apartment,Office",53.36755646817248,1,0,300.7639146555882
C0316,Individual,Brandon,Martin,,M,Uk,Scotland,Investment,4,Yes,Website,4.0,1792447.27,448111.8175,1338.8999999999999,541632.06,"Apartment,Office",53.36755646817248,1,1,334.68654679214285
C0317,Individual,Amber,Hansen,,F,Usa,California,Investment,2,Yes,Website,3.0,1248444.31,416148.10333333333,1451.2533333333333,518973.54,Apartment,53.36755646817248,1,1,286.7508337620815
C0318,Individual,Amy,Peterson,,F,Germany,Berlin,Home,5,No,Website,3.0,871968.67,290656.2233333333,927.6066666666666,330533.73,Apartment,53.36755646817248,0,0,313.33994652906046
C0319,Company,Zynex,Co,1995-11-12,F,Usa,Texas,Home,5,Yes,Website,4.0,2061054.65,515263.6625,1726.0575,614698.11,"Apartment,Office",28.136892539356605,0,1,298.5205663774237
C0320,Individual,Tyler,Cox,1984-12-01,M,Usa,Texas,Home,3,Yes,Client,3.0,1317732.09,439244.03,1465.92,569841.56,"Apartment,Office",39.082819986310746,0,1,299.6371084370225
C0321,Individual,Jesse,Cook,1992-01-12,M,Usa,California,Investment,2,No,Agency,4.0,1701753.71,425438.4275,1321.76,541634.06,Apartment,31.969883641341546,1,0,321.8726754478877
C0322,Individual,Deborah,Moore,,F,Usa,California,Home,2,Yes,Website,3.0,1347002.93,449000.9766666666,1445.2933333333333,591179.27,"Apartment,Office",53.36755646817248,0,1,310.66425500705736
C0323,Individual,Samantha,Hayes,,F,Usa,California,Investment,2,Yes,Website,3.0,1230825.62,410275.2066666667,1308.5133333333333,545057.23,"Apartment,Office",53.36755646817248,1,1,313.5430080957015
C0324,Individual,Raymond,Parker,,M,Usa,Washington,Home,4,No,Website,3.0,1147121.25,382373.75,1313.16,517353.17,"Apartment,Office",53.36755646817248,0,0,291.18595601449937
C0325,Individual,Maria,Flores,,F,Usa,California,Home,5,Yes,Agency,4.0,1205175.56,301293.89,1030.1225,488081.56,"Apartment,Office",53.36755646817248,0,1,292.48355414040566
C0326,Individual,Daniel,Reed,1958-05-10,M,Usa,Oregon,Investment,4,Yes,Agency,4.0,1321975.5,330493.875,1028.1275,577426.88,Apartment,65.64544832306639,1,1,321.4522274717873
C0327,Individual,Elizabeth,Ward,1961-07-09,F,Uk,Scotland,Home,1,No,Agency,4.0,1116366.72,279091.68,933.355,530962.64,Apartment,62.48049281314169,0,0,299.0198584675713
C0328,Individual,William,Young,,M,Usa,California,Home,1,Yes,Client,4.0,1356560.31,339140.0775,1030.21,504707.33,Apartment,53.36755646817248,0,1,329.19509371875637
C0329,Individual,Diane,Morales,1998-10-05,F,Germany,Hesse,Home,3,No,Agency,3.0,770062.4,256687.46666666667,922.6666666666666,337233.0,Apartment,25.240246406570844,0,0,278.20173410404624
C0330,Individual,Christian,Richardson,,M,Usa,California,Home,1,No,Website,4.0,1331463.63,332865.9075,1146.9925,453899.37,Apartment,53.36755646817248,0,0,290.2075711044318
C0331,Individual,Ann,Martin,,F,Usa,California,Investment,3,No,Agency,4.0,1546334.4,386583.6,1259.95,486548.28,"Apartment,Office",53.36755646817248,1,0,306.824556530021
C0332,Individual,Christopher,Price,,M,Usa,Texas,Investment,3,No,Website,3.0,1209987.46,403329.1533333333,1435.6633333333332,510194.12,"Apartment,Office",53.36755646817248,1,0,280.9357486318752
C0333,Individual,Helen,Hall,,F,Uk,Wales,Home,3,No,Website,3.0,1118960.06,372986.6866666667,1203.39,544042.09,"Apartment,Office",53.36755646817248,0,0,309.9466396319287
C0334,Individual,Andrew,Roberts,1950-08-01,M,Usa,Arizona,Investment,3,No,Agency,4.0,1445655.93,361413.9825,1047.99,565288.74,"Apartment,Office",73.41820670773443,1,0,344.86396101107835
C0335,Individual,Charles,Morris,,M,Usa,Arizona,Home,4,No,Website,4.0,1478341.12,369585.28,1190.4075,593581.03,"Apartment,Office",53.36755646817248,0,0,310.4695492929942
C0336,Individual,Karen,Price,,F,Usa,California,Investment,5,No,Agency,3.0,1163690.5899999999,387896.8633333333,1226.8766666666668,627613.85,Apartment,53.36755646817248,1,0,316.1661427527352
C0337,Individual,Nathan,Alexander,,M,Usa,Arizona,Home,3,Yes,Website,3.0,759310.2,253103.4,893.3766666666667,405740.25,Apartment,53.36755646817248,0,1,283.3109587967748
C0338,Individual,Patrick,Flores,,M,Usa,California,Home,5,Yes,Website,4.0,1488671.1300000001,372167.78250000003,1227.17,539440.64,"Apartment,Office",53.36755646817248,0,1,303.2732078685105
C0339,Individual,Keith,King,1963-10-05,M,Usa,Utah,Investment,5,No,Agency,4.0,1548824.23,387206.0575,1170.135,503290.73,Apartment,60.24093086926762,1,0,330.90716669444123
C0340,Individual,Daniel,Garcia,,M,Usa,California,Investment,2,No,Agency,3.0,1047500.4199999999,349166.80666666664,1263.5766666666666,437506.24,Apartment,53.36755646817248,1,0,276.3321101740298
C0341,Individual,Carl,Chavez,1982-11-10,M,Usa,California,Investment,4,No,Agency,4.0,1679555.42,419888.855,1293.0725,584357.04,Apartment,41.14168377823409,1,0,324.72181954221435
C0342,Individual,Kevin,Hughes,,M,Usa,California,Investment,2,No,Client,3.0,1290567.3900000001,430189.13000000006,1286.43,545582.64,Apartment,53.36755646817248,1,0,334.4053932199965
C0343,Individual,Joyce,Thompson,,F,Usa,California,Home,2,No,Website,4.0,1630923.97,407730.9925,1374.585,626989.8,Apartment,53.36755646817248,0,0,296.62115656725484
C0344,Individual,Joshua,Jackson,,M,Canada,British Columbia,Home,2,Yes,Website,4.0,1276344.68,319086.17,1059.9375,450231.11,Apartment,53.36755646817248,0,1,301.0424388230438
C0345,Individual,Stephanie,Hall,,F,Usa,New York,Home,4,Yes,Website,3.0,1339687.25,446562.4166666667,1510.3766666666668,495847.14,"Apartment,Office",53.36755646817248,0,1,295.6629472118434
C0346,Individual,Amy,Nelson,1963-06-02,F,Usa,California,Home,5,No,Agency,3.0,1174812.8599999999,391604.2866666666,1271.67,492067.86,Apartment,60.58316221765914,0,0,307.94489660577557
C0347,Individual,Mark,Reyes,,M,Usa,Washington,Home,3,Yes,Website,3.0,1378006.45,459335.48333333334,1471.6200000000001,476814.14,"Apartment,Office",53.36755646817248,0,1,312.1291388628405
C0348,Individual,Jack,Pierce,,M,Usa,Colorado,Investment,5,Yes,Agency,4.0,1482633.92,370658.48,1246.7075,571558.04,Apartment,53.36755646817248,1,1,297.30989827204854
C0349,Individual,Paul,Jackson,,M,Usa,Arizona,Home,2,Yes,Agency,3.0,1065745.84,355248.61333333334,1124.5,536330.79,"Apartment,Office",53.36755646817248,0,1,315.9169527197273
C0350,Individual,Richard,Jones,1992-12-11,M,Usa,Arizona,Home,2,No,Agency,3.0,1066408.3,355469.43333333335,1206.2733333333333,501574.06,"Apartment,Office",31.055441478439427,0,0,294.68398538750205
C0351,Individual,Michelle,Watson,,F,Usa,Oregon,Home,5,No,Agency,4.0,1551113.76,387778.44,1260.0625,536210.24,"Apartment,Office",53.36755646817248,0,0,307.7454015177819
C0352,Individual,Judith,Williams,,F,Usa,Nevada,Investment,3,No,Agency,3.0,1339830.04,446610.01333333337,1447.82,563932.05,Apartment,53.36755646817248,1,0,308.47067545228924
C0353,Individual,Anna,Murray,,F,Usa,Arizona,Home,2,No,Agency,3.0,889855.16,296618.38666666666,980.8699999999999,348984.03,Apartment,53.36755646817248,0,0,302.4033630008734
C0354,Individual,Kimberly,Turner,,F,Usa,California,Home,4,No,Website,3.0,962196.6000000001,320732.2,1059.1499999999999,401828.82,"Apartment,Office",53.36755646817248,0,0,302.8203748288723
C0355,Individual,Henry,Alexander,,M,Mexico,Baja California,Investment,1,No,Website,3.0,1029593.97,343197.99,1273.45,371216.81,Apartment,53.36755646817248,1,0,269.502524637795
C0356,Individual,Andrea,Kim,1976-06-06,F,Usa,Georgia,Home,3,No,Website,4.0,964351.9,241087.975,816.16,356415.65,Apartment,47.57015742642026,0,0,295.39302955302884
C0357,Individual,Danielle,Griffin,1988-04-09,F,Usa,California,Home,3,No,Website,3.0,970629.22,323543.0733333333,1059.3466666666666,440318.57,"Apartment,Office",35.728952772073924,0,0,305.41755925035557
C0358,Individual,Katherine,Griffin,,F,Australia,New South Wales,Home,3,Yes,Agency,3.0,1150919.74,383639.91333333333,1240.6066666666666,448849.01,"Apartment,Office",53.36755646817248,0,1,309.23573413007614
C0359,Individual,Julie,Cooper,1951-03-10,F,Usa,California,Investment,1,No,Agency,3.0,1098189.8900000001,366063.2966666667,1308.5133333333333,504517.39,Apartment,72.81314168377824,1,0,279.7551139461068
C0360,Individual,Laura,Baker,1948-09-09,F,Usa,Utah,Home,2,Yes,Agency,4.0,1978026.48,494506.62,1676.3825,563291.28,Apartment,75.31006160164272,0,1,294.98436066947727
C0361,Individual,Nicholas,Miller,1958-09-08,M,Uk,England,Home,1,Yes,Website,4.0,1468372.25,367093.0625,1222.5974999999999,471871.72,"Apartment,Office",65.3141683778234,0,1,300.2566768703519
C0362,Individual,Betty,Moore,2000-09-06,F,Usa,Utah,Home,4,No,Website,3.0,1129669.4,376556.4666666666,1162.6166666666666,479711.66,Apartment,23.318275154004105,0,0,323.8870364264518
C0363,Individual,Christine,Edwards,,F,Usa,Utah,Investment,2,No,Client,4.0,1232301.44,308075.36,929.6975,468524.95,"Apartment,Office",53.36755646817248,1,0,331.37161280954285
C0364,Individual,George,Gray,1944-03-02,M,Usa,Texas,Home,2,No,Website,4.0,1492505.18,373126.295,1261.78,627189.08,"Apartment,Office",79.83299110198494,0,0,295.71422514225935
C0365,Individual,Brandon,Morales,1962-02-11,M,Usa,Colorado,Investment,5,No,Agency,3.0,951259.9,317086.63333333336,1164.9766666666667,435723.27,Apartment,61.88637919233402,1,0,272.18281911225694
C0366,Individual,Keith,Long,,M,Usa,California,Home,4,No,Website,3.0,1420135.32,473378.44,1452.2633333333333,668066.43,"Apartment,Office",53.36755646817248,0,0,325.9590937364436
C0367,Individual,Samuel,Collins,,M,Usa,California,Investment,4,No,Agency,4.0,1662617.88,415654.47,1269.065,593682.12,"Apartment,Office",53.36755646817248,1,0,327.5281171571196
C0368,Individual,Betty,Scott,1992-08-11,F,Usa,California,Home,4,Yes,Agency,4.0,1494552.45,373638.1125,1136.215,589380.74,"Apartment,Office",31.38945927446954,0,1,328.84455186738427
C0369,Individual,Helen,Murray,1954-10-01,F,Usa,Utah,Home,2,Yes,Agency,4.0,1586439.08,396609.77,1333.5625,604849.17,Apartment,69.25119780971937,0,1,297.4062108075175
C0370,Individual,Michelle,Brooks,,F,Russia,Krasnodar Krai,Home,1,No,Website,4.0,1613633.3900000001,403408.34750000003,1334.8775,552125.64,Apartment,53.36755646817248,0,0,302.2062679908831
C0371,Individual,Ryan,Moore,,M,Belgium,Wallonia,Investment,3,No,Agency,3.0,827208.61,275736.2033333333,842.68,369988.32,"Apartment,Office",53.36755646817248,1,0,327.21341830034333
C0372,Individual,Teresa,Nelson,,F,Belgium,Flanders,Investment,1,No,Agency,3.0,1280128.06,426709.35333333333,1361.7433333333333,541782.12,Apartment,53.36755646817248,1,0,313.3551990952774
C0373,Individual,Karen,Morales,,F,Usa,Georgia,Home,2,No,Agency,3.0,1047277.1799999999,349092.3933333333,1160.5133333333333,512134.29,"Apartment,Office",53.36755646817248,0,0,300.80860194052053
C0374,Individual,Madison,Hughes,1993-11-07,F,Australia,New South Wales,Investment,4,Yes,Agency,4.0,916825.86,229206.465,735.11,272720.31,"Apartment,Office",30.1492128678987,1,1,311.7988668362558
C0375,Individual,Kyle,Thompson,,M,Usa,California,Investment,4,No,Website,3.0,1178580.6400000001,392860.2133333334,1224.68,463091.82,"Apartment,Office",53.36755646817248,1,0,320.7860121283383
C0376,Individual,Shirley,Smith,,F,Usa,California,Home,3,No,Website,3.0,1182808.29,394269.43,1361.7433333333333,474499.21,"Apartment,Office",53.36755646817248,0,0,289.53285127153185
C0377,Individual,Charles,Patterson,,M,Usa,Washington,Home,4,No,Website,3.0,822780.32,274260.10666666663,904.0466666666667,319434.72,"Apartment,Office",53.36755646817248,0,0,303.36941308339533
C0378,Individual,Heather,Anderson,,F,Usa,California,Investment,3,Yes,Website,3.0,812387.51,270795.83666666667,983.4266666666667,349197.14,Apartment,53.36755646817248,1,1,275.3594607969413
C0379,Company,Optima,Co,,M,Usa,California,Investment,2,Yes,Client,4.0,1254919.3599999999,313729.83999999997,1115.505,415669.45,"Apartment,Office",53.36755646817248,1,1,281.2446739369164
C0380,Individual,Evelyn,Chavez,,F,Usa,California,Home,3,Yes,Website,3.0,939708.87,313236.29,1175.45,518564.66,"Apartment,Office",53.36755646817248,0,1,266.4820196520481
C0381,Individual,David,Gray,1961-01-08,M,Usa,California,Home,5,Yes,Agency,3.0,878913.19,292971.0633333333,1188.2333333333333,315056.1,Apartment,62.978781656399725,0,1,246.56021264061488
C0382,Individual,Nicholas,Garcia,1975-08-08,M,Usa,California,Investment,1,Yes,Agency,3.0,980139.25,326713.0833333333,980.8699999999999,397171.33,"Apartment,Office",48.39972621492129,1,1,333.0849993713064
C0383,Company,Novex,Co,1985-11-09,F,Mexico,Mexico City,Investment,3,No,Agency,4.0,968070.64,242017.66,809.6575,454071.94,Apartment,38.143737166324435,1,0,298.9136270583549
C0384,Individual,Amy,Stewart,,F,Usa,California,Home,3,Yes,Website,3.0,1010761.74,336920.58,1049.3799999999999,366344.49,Apartment,53.36755646817248,0,1,321.0663248775468
C0385,Individual,Douglas,Owens,1969-01-12,M,Uk,Northern Ireland,Investment,4,No,Website,3.0,1289646.4100000001,429882.1366666667,1277.2733333333333,605784.18,Apartment,54.9678302532512,1,0,336.5623672301935
C0386,Individual,Carol,Stewart,,F,Usa,Colorado,Home,2,No,Client,3.0,1633972.21,544657.4033333333,1445.08,704058.44,"Apartment,Office",53.36755646817248,0,0,376.9046719443445
C0387,Individual,Jessica,Owens,,F,Usa,California,Home,2,Yes,Website,4.0,1992983.55,498245.8875,1555.2975000000001,575135.54,Apartment,53.36755646817248,0,1,320.35407213089456
C0388,Individual,Zachary,Cox,,M,Usa,California,Home,4,No,Agency,3.0,961894.92,320631.64,975.9433333333333,395393.94,"Apartment,Office",53.36755646817248,0,0,328.5350993739391
C0389,Individual,Ronald,Stone,,M,Usa,Colorado,Home,3,No,Website,4.0,1261549.0899999999,315387.27249999996,1119.0900000000001,439227.72,"Apartment,Office",53.36755646817248,0,0,281.8247616366869
C0390,Individual,Steven,Griffin,,M,Canada,Quebec,Investment,2,No,Website,4.0,1678762.0699999998,419690.51749999996,1295.2649999999999,550273.32,"Apartment,Office",53.36755646817248,1,0,324.0190366450109
C0391,Individual,Heather,Long,1966-11-12,F,Usa,California,Home,5,No,Agency,3.0,1035012.9099999999,345004.3033333333,1064.4166666666667,502064.98,Apartment,57.13620807665982,0,0,324.1252360447819
C0392,Individual,Katherine,Adams,,F,Usa,Arizona,Home,2,Yes,Website,4.0,1015830.03,253957.5075,922.6600000000001,448959.32,Apartment,53.36755646817248,0,1,275.2449520950296
C0393,Individual,Nicole,Allen,1988-06-08,F,Usa,Arizona,Home,4,No,Agency,4.0,1616556.78,404139.195,1298.145,492421.76,"Apartment,Office",35.564681724846,0,0,311.3205343008678
C0394,Individual,Shirley,Foster,,F,Usa,Colorado,Home,3,Yes,Website,4.0,1258840.0,314710.0,1041.8025,600821.21,"Apartment,Office",53.36755646817248,0,1,302.08220848001423
C0395,Individual,Deborah,Chavez,,F,Usa,Florida,Home,1,No,Website,3.0,1153134.48,384378.16,1303.4733333333334,493489.81,"Apartment,Office",53.36755646817248,0,0,294.8876284388889
C0396,Individual,Charles,Allen,,M,Usa,Nevada,Home,5,No,Agency,4.0,1181447.25,295361.8125,896.2524999999999,414855.4,Apartment,53.36755646817248,0,0,329.5520096178254
C0397,Individual,Hannah,Williams,,F,Usa,California,Home,5,No,Website,3.0,793543.27,264514.42333333334,862.11,299573.55,Apartment,53.36755646817248,0,0,306.8221263334532
C0398,Individual,Jennifer,Alexander,,F,Usa,Texas,Home,1,Yes,Agency,4.0,1186693.85,296673.4625,935.765,416143.54,"Apartment,Office",53.36755646817248,0,1,317.0384257799768
C0399,Individual,Albert,Kim,1984-06-09,M,Usa,California,Home,4,No,Agency,4.0,1229057.49,307264.3725,1093.05,470140.59,"Apartment,Office",39.56194387405886,0,0,281.10733498010154
C0400,Individual,Brandon,Anderson,,M,Usa,California,Home,4,No,Agency,4.0,1360152.99,340038.2475,1239.145,479620.3,Apartment,53.36755646817248,0,0,274.4136057523534
C0401,Individual,Brian,Anderson,,M,Usa,Arizona,Home,5,Yes,Website,4.0,1020913.0700000001,255228.26750000002,853.07,338232.19,Apartment,53.36755646817248,0,1,299.1879535090907
C0402,Individual,Brenda,Garcia,,F,Usa,Georgia,Home,5,No,Website,3.0,1054166.95,351388.98333333334,1102.8633333333335,419555.74,Apartment,53.36755646817248,0,0,318.6151653725605
C0403,Individual,Jennifer,Adams,,F,Australia,New South Wales,Home,1,No,Website,3.0,878792.98,292930.99333333335,1060.9733333333334,430423.76,"Apartment,Office",53.36755646817248,0,0,276.09647116484234
C0404,Individual,Sara,Cook,1976-12-05,F,France,Normandy,Investment,1,No,Client,3.0,731788.96,243929.65333333332,753.3133333333334,385857.81,Apartment,47.07186858316222,1,0,323.8090214784463
C0405,Company,Horizon,Co,,M,Usa,Colorado,Home,1,No,Agency,4.0,1310963.25,327740.8125,1140.38,453518.72,Apartment,53.36755646817248,0,0,287.3961420754485
C0406,Individual,Christine,Brown,,F,Usa,Colorado,Home,3,No,Website,4.0,1317165.12,329291.28,1090.1925,525171.0,"Apartment,Office",53.36755646817248,0,0,302.0487482715209
C0407,Individual,Lisa,Freeman,,F,Usa,California,Home,2,No,Client,4.0,1254494.91,313623.7275,1045.8025,406850.28,Apartment,53.36755646817248,0,0,299.8881026771307
C0408,Individual,Tyler,Rogers,1977-02-03,M,Usa,California,Home,3,No,Website,3.0,1320497.01,440165.67,1413.0600000000002,574122.16,Apartment,46.90759753593429,0,0,311.4982166362362
C0409,Individual,Timothy,Reyes,,M,Usa,Nevada,Home,1,Yes,Website,4.0,1816669.2,454167.3,1449.3775,599891.42,"Apartment,Office",53.36755646817248,0,1,313.3533534224175
C0410,Individual,Diane,Johnson,,F,Russia,Saint Petersburg,Home,5,Yes,Agency,3.0,1021706.02,340568.67333333334,1189.1899999999998,524175.54,Apartment,53.36755646817248,0,1,286.38709822091795
C0411,Individual,Amanda,Moore,1983-05-09,F,Usa,California,Home,2,No,Website,3.0,896987.21,298995.73666666663,883.7466666666668,475205.98,"Apartment,Office",40.648870636550306,0,0,338.3274279205201
C0412,Individual,Karen,Richardson,,F,Uk,Scotland,Home,5,No,Website,3.0,1100376.25,366792.0833333333,1260.8366666666668,493587.18,Apartment,53.36755646817248,0,0,290.9116565455213
C0413,Individual,Brandon,Smith,1940-07-11,M,Canada,British Columbia,Home,3,No,Website,4.0,1769126.22,442281.555,1431.4575,537806.31,Apartment,83.47433264887064,0,0,308.97288602700394
C0414,Individual,Brandon,Reed,1962-12-07,M,Usa,California,Home,4,No,Website,4.0,1412148.94,353037.235,1144.74,518926.42,"Apartment,Office",61.06776180698152,0,0,308.3994924611702
C0415,Individual,Grace,Turner,1980-07-09,F,Usa,Nevada,Home,5,Yes,Agency,4.0,1305928.3499999999,326482.08749999997,1093.05,503380.47,Apartment,43.4798083504449,0,1,298.68906957595715
C0416,Company,Bravada,Co,,M,Germany,North Rhine-Westphalia,Investment,5,Yes,Client,3.0,1059532.51,353177.50333333336,1260.8366666666668,492952.77,Apartment,53.36755646817248,1,1,280.1136044584152
C0417,Individual,Peter,Collins,1947-12-03,M,Usa,Utah,Home,2,No,Website,3.0,1354773.96,451591.32,1471.8999999999999,583440.71,Apartment,76.07939767282683,0,0,306.80842448535907
C0418,Individual,Douglas,Howard,,M,Usa,Arizona,Home,5,No,Agency,4.0,1629486.83,407371.7075,1276.8225,529967.66,Apartment,53.36755646817248,0,0,319.051166078292
C0419,Individual,Jack,Hansen,1962-11-03,M,Usa,Washington,Home,3,Yes,Agency,4.0,1174012.19,293503.0475,990.4475,419691.92,"Apartment,Office",61.16084873374401,0,1,296.33377589422963
C0420,Individual,Debra,Reyes,1994-01-04,F,Usa,California,Home,5,No,Agency,3.0,1260096.1600000001,420032.0533333334,1330.2166666666667,588644.89,"Apartment,Office",29.99041752224504,0,0,315.76213398819743
C0421,Individual,Zachary,Cox,,M,Germany,Hesse,Investment,5,Yes,Website,4.0,1495763.3699999999,373940.84249999997,1203.905,585167.95,Apartment,53.36755646817248,1,1,310.6066030957592
C0422,Company,Telnox,Co,,F,Usa,California,Home,1,Yes,Client,4.0,1653171.62,413292.905,1428.5749999999998,555693.16,Apartment,53.36755646817248,0,1,289.30431023922444
C0423,Individual,Rachel,Sanders,,F,Usa,California,Home,1,No,Client,3.0,1068716.19,356238.73,1195.1966666666667,410950.81,"Apartment,Office",53.36755646817248,0,0,298.0586709579176
C0424,Individual,Sarah,Stewart,1998-12-04,F,Usa,Florida,Home,1,No,Website,3.0,1034036.3,344678.76666666666,1107.81,521067.94,Apartment,25.075975359342916,0,0,311.13527289577337
C0425,Individual,Gerald,Wright,1965-03-11,M,Usa,Nevada,Home,2,No,Agency,3.0,1256932.48,418977.49333333335,1452.2633333333333,560677.96,Apartment,58.809034907597535,0,0,288.49967062906404
C0426,Individual,Julie,Brown,1953-10-07,F,Usa,Oregon,Home,4,Yes,Client,3.0,890250.61,296750.2033333333,874.19,519106.96,Apartment,70.2340862422998,0,1,339.45733002360276
C0427,Individual,Sarah,Peterson,1994-09-06,F,Usa,California,Home,4,Yes,Website,4.0,1457016.31,364254.0775,1216.595,563544.96,Apartment,29.319644079397673,0,1,299.4045491720745
C0428,Individual,Gloria,Rogers,,F,Usa,Oregon,Home,3,No,Agency,4.0,984451.32,246112.83,838.2925,330914.17,Apartment,53.36755646817248,0,0,293.5882523105002
C0429,Individual,Danielle,Stone,1995-11-05,F,Usa,California,Home,3,Yes,Website,4.0,1503904.1600000001,375976.04000000004,1374.585,573428.92,"Apartment,Office",28.15605749486653,0,1,273.5196732104599
C0430,Individual,Roger,Wood,1974-10-05,M,Usa,Nevada,Home,2,No,Agency,3.0,931141.96,310380.6533333333,1033.1033333333332,413945.61,"Apartment,Office",49.24024640657084,0,0,300.43524526426853
C0431,Individual,Austin,King,1969-05-05,M,Usa,California,Home,5,Yes,Website,4.0,1544751.33,386187.8325,1246.6175,562089.63,Apartment,54.65845311430527,0,1,309.78855382665495
C0432,Company,Grandis,Co,,M,Usa,California,Home,5,No,Agency,4.0,1277850.15,319462.5375,1025.1499999999999,500722.63,Apartment,53.36755646817248,0,0,311.6251646100571
C0433,Individual,Ruth,Hughes,1969-03-03,F,Usa,California,Investment,2,Yes,Website,4.0,1937061.37,484265.3425,1591.4724999999999,656465.4,Apartment,54.83093771389459,1,1,304.28759686391066
C0434,Individual,Amanda,Sanders,,F,Russia,Tatarstan,Home,5,No,Website,3.0,1364889.24,454963.08,1445.5566666666666,603903.4,Apartment,53.36755646817248,0,0,314.73209628585994
C0435,Individual,Sara,Richardson,,F,Australia,New South Wales,Home,5,Yes,Website,3.0,908970.34,302990.11333333334,1077.3233333333335,382435.3,Apartment,53.36755646817248,0,1,281.24343357147495
C0436,Individual,Brandon,Jones,1972-05-12,M,Usa,Colorado,Home,2,Yes,Client,4.0,1327594.64,331898.66,1064.2625,479775.72,Apartment,51.63860369609856,0,1,311.85789220234665
C0437,Individual,Danielle,James,1990-10-05,F,Usa,Texas,Home,1,No,Website,3.0,657032.8200000001,219010.94000000003,801.46,353361.5,Apartment,33.24024640657084,0,0,273.26496643625387
C0438,Individual,Gregory,Collins,1982-10-09,M,Usa,Georgia,Investment,1,Yes,Client,4.0,1458641.1,364660.275,1261.78,517610.73,Apartment,41.229295003422315,1,1,289.0046402700946
C0439,Individual,Larry,Thompson,1956-03-08,M,Usa,Virginia,Home,2,No,Agency,3.0,1273328.62,424442.87333333335,1422.97,547817.26,"Apartment,Office",67.81656399726215,0,0,298.27956550969685
C0440,Individual,Lawrence,Parker,,M,Usa,California,Investment,1,No,Agency,3.0,703498.83,234499.61,845.8633333333333,311878.98,Apartment,53.36755646817248,1,0,277.23108539992666
C0441,Individual,Joan,Foster,1980-10-01,F,Russia,Krasnodar Krai,Investment,1,No,Agency,4.0,1525849.55,381462.3875,1239.2649999999999,616227.01,"Apartment,Office",43.2498288843258,1,0,307.8134115786374
C0442,Individual,Sarah,Hansen,,F,Usa,Colorado,Home,3,Yes,Website,4.0,1707466.97,426866.7425,1489.73,520127.02,Apartment,53.36755646817248,0,1,286.5396699401905
C0443,Individual,Noah,Foster,,M,Denmark,Capital Region,Home,1,Yes,Agency,3.0,1355839.1,451946.3666666667,1527.8633333333335,555912.87,Apartment,53.36755646817248,0,1,295.8028750389978
C0444,Individual,Jennifer,Martin,,F,Usa,California,Home,2,No,Website,4.0,1054514.54,263628.635,943.97,399974.1,"Apartment,Office",53.36755646817248,0,0,279.2764971344428
C0445,Individual,Michelle,Evans,1995-11-12,F,Usa,California,Home,2,Yes,Website,4.0,1425691.63,356422.9075,1101.9875,518136.39,"Apartment,Office",28.136892539356605,0,1,323.43643417007905
C0446,Individual,Douglas,Thomas,1955-02-01,M,Usa,Colorado,Home,2,No,Website,3.0,1024655.04,341551.68,1258.6899999999998,426208.52,"Apartment,Office",68.91444216290212,0,0,271.3548848405883
C0447,Individual,Patricia,Johnson,,F,Usa,New York,Home,2,No,Website,3.0,1543592.15,514530.7166666666,1680.5266666666666,605190.49,"Apartment,Office",53.36755646817248,0,0,306.1723011436891
C0448,Individual,Mark,White,1980-06-10,M,Usa,Nevada,Investment,2,No,Agency,3.0,942066.48,314022.16,1050.08,458054.04,Apartment,43.559206023271734,1,0,299.0459393570014
C0449,Individual,Jordan,King,,M,Usa,Oregon,Investment,2,No,Agency,3.0,1418922.44,472974.14666666667,1504.28,594018.07,"Apartment,Office",53.36755646817248,1,0,314.41895569087313
C0450,Individual,Matthew,Jackson,,M,Mexico,Nuevo Leon,Home,3,No,Website,4.0,1555297.3699999999,388824.34249999997,1258.5825,473301.04,Apartment,53.36755646817248,0,0,308.93830360743135
C0451,Individual,Larry,Anderson,,M,Canada,Alberta,Investment,5,Yes,Client,4.0,1665967.4100000001,416491.85250000004,1339.695,526063.15,"Apartment,Office",53.36755646817248,1,1,310.8855765678009
